,연료별,시도별,합계,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,계,year,month,Unnamed: 21,친환경
51,엘피지,소계,계,277855.0,120977.0,115562.0,135842.0,86340.0,69722.0,38369.0,11595.0,411824.0,60923.0,68852.0,85738.0,93145.0,104681.0,127790.0,139297.0,64646.0,2013158.0,2019,06,,비친환경
68,등유,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2019,06,,비친환경
85,전기,소계,계,11082.0,2234.0,8307.0,1985.0,2024.0,1937.0,1019.0,800.0,9267.0,1945.0,1973.0,2308.0,1586.0,2979.0,3159.0,3108.0,17101.0,72814.0,2019,06,,친환경
102,알코올,소계,계,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019,06,,비친환경
119,태양열,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019,06,,비친환경
136,CNG,소계,계,9587.0,3063.0,2631.0,2806.0,1449.0,1675.0,819.0,145.0,9163.0,811.0,716.0,609.0,1076.0,1070.0,1177.0,1773.0,15.0,38585.0,2019,06,,비친환경
153,LNG,소계,계,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,2019,06,,비친환경
170,하이브리드(휘발유+전기),소계,계,81966.0,24717.0,22547.0,34507.0,11399.0,11119.0,8769.0,4534.0,122278.0,11800.0,11885.0,15383.0,12576.0,12645.0,18244.0,23184.0,9979.0,437532.0,2019,06,,친환경
187,하이브리드(경유+전기),소계,계,42.0,25.0,24.0,17.0,3.0,3.0,0.0,1.0,29.0,1.0,3.0,1.0,3.0,1.0,0.0,10.0,0.0,163.0,2019,06,,친환경
204,하이브리드(LPG+전기),소계,계,1962.0,873.0,1004.0,815.0,717.0,562.0,560.0,190.0,4033.0,720.0,718.0,810.0,843.0,916.0,1107.0,1108.0,329.0,17267.0,2019,06,,친환경
221,하이브리드(CNG+전기),소계,계,51.0,2.0,13.0,39.0,26.0,0.0,46.0,27.0,79.0,0.0,3.0,0.0,9.0,0.0,30.0,1.0,0.0,326.0,2019,06,,친환경
238,하이브리드(LNG+전기),소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,06,,친환경
255,수소,소계,계,146.0,179.0,4.0,29.0,348.0,62.0,898.0,3.0,135.0,1.0,25.0,126.0,1.0,3.0,2.0,391.0,0.0,2353.0,2019,06,,친환경
272,기타연료,소계,계,5708.0,14957.0,3276.0,11374.0,2995.0,2811.0,4561.0,628.0,21207.0,2971.0,4930.0,6903.0,4042.0,8254.0,8600.0,7237.0,697.0,111151.0,2019,06,,비친환경
289,총계,소계,계,3120332.0,1384087.0,1180955.0,1609398.0,670512.0,671039.0,562106.0,156082.0,5691619.0,775340.0,828862.0,1107206.0,925574.0,1043683.0,1435458.0,1707551.0,574361.0,23444165.0,2019,06,,비친환경
17,휘발유,소계,계,1598576.0,656104.0,555980.0,745217.0,293388.0,322690.0,278615.0,77795.0,2715122.0,327397.0,357013.0,473748.0,370633.0,387538.0,610636.0,796954.0,235735.0,10803141.0,2019,07,,비친환경
34,경유,소계,계,1133237.0,561755.0,472474.0,682994.0,272982.0,260893.0,229085.0,61519.0,2414008.0,370559.0,384673.0,523541.0,442147.0,527818.0,666590.0,737806.0,250008.0,9992089.0,2019,07,,비친환경
51,엘피지,소계,계,276747.0,120672.0,115295.0,136293.0,86435.0,69573.0,38322.0,11709.0,411642.0,60895.0,68903.0,85689.0,93163.0,104675.0,127647.0,139277.0,64692.0,2011629.0,2019,07,,비친환경
68,등유,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2019,07,,비친환경
85,전기,소계,계,11764.0,2410.0,8656.0,2132.0,2140.0,2117.0,1079.0,811.0,9877.0,2114.0,2074.0,2421.0,1641.0,3077.0,3409.0,3258.0,17352.0,76332.0,2019,07,,친환경
102,알코올,소계,계,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019,07,,비친환경
119,태양열,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019,07,,비친환경
136,CNG,소계,계,9572.0,3052.0,2631.0,2802.0,1444.0,1675.0,814.0,151.0,9179.0,802.0,706.0,614.0,1071.0,1070.0,1174.0,1766.0,15.0,38538.0,2019,07,,비친환경
153,LNG,소계,계,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2019,07,,비친환경
170,하이브리드(휘발유+전기),소계,계,83297.0,25142.0,22912.0,35778.0,11662.0,11291.0,8900.0,4646.0,124718.0,12010.0,12113.0,15628.0,12825.0,12866.0,18556.0,23620.0,10460.0,446424.0,2019,07,,친환경
187,하이브리드(경유+전기),소계,계,60.0,60.0,42.0,43.0,4.0,6.0,1.0,1.0,45.0,4.0,4.0,3.0,3.0,5.0,1.0,13.0,0.0,295.0,2019,07,,친환경
204,하이브리드(LPG+전기),소계,계,1955.0,865.0,1005.0,817.0,718.0,561.0,552.0,188.0,4035.0,717.0,723.0,810.0,837.0,909.0,1099.0,1106.0,330.0,17227.0,2019,07,,친환경
221,하이브리드(CNG+전기),소계,계,51.0,2.0,13.0,39.0,26.0,0.0,46.0,27.0,79.0,0.0,3.0,0.0,9.0,0.0,30.0,1.0,0.0,326.0,2019,07,,친환경
238,하이브리드(LNG+전기),소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,07,,친환경
255,수소,소계,계,146.0,201.0,4.0,73.0,354.0,140.0,1046.0,6.0,162.0,28.0,41.0,136.0,1.0,3.0,2.0,431.0,0.0,2774.0,2019,07,,친환경
272,기타연료,소계,계,5735.0,14988.0,3339.0,11409.0,3013.0,2841.0,4575.0,645.0,21486.0,3032.0,4991.0,6962.0,4092.0,8249.0,8650.0,7281.0,705.0,111993.0,2019,07,,비친환경
289,총계,소계,계,3121140.0,1385252.0,1182351.0,1617597.0,672166.0,671788.0,563035.0,157498.0,5710355.0,777558.0,831244.0,1109552.0,926422.0,1046210.0,1437795.0,1711514.0,579297.0,23500774.0,2019,07,,비친환경
17,휘발유,소계,계,1600201.0,657402.0,556905.0,746950.0,294038.0,322964.0,278853.0,78418.0,2724875.0,328318.0,357929.0,474761.0,371371.0,388419.0,611211.0,798426.0,238372.0,10829413.0,2019,08,,비친환경
34,경유,소계,계,1131662.0,562300.0,472831.0,682109.0,273280.0,260625.0,229359.0,61903.0,2416938.0,371471.0,385471.0,524199.0,442973.0,528911.0,668031.0,738599.0,250938.0,10001600.0,2019,08,,비친환경
51,엘피지,소계,계,275550.0,120452.0,114969.0,135963.0,86508.0,69385.0,38277.0,11751.0,411300.0,60799.0,68879.0,85681.0,93111.0,104481.0,127476.0,139032.0,64664.0,2008278.0,2019,08,,비친환경
68,등유,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2019,08,,비친환경
85,전기,소계,계,12050.0,2489.0,9053.0,2210.0,2213.0,2224.0,1123.0,826.0,10304.0,2236.0,2106.0,2490.0,1700.0,3122.0,3563.0,3392.0,17559.0,78660.0,2019,08,,친환경
102,알코올,소계,계,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019,08,,비친환경
119,태양열,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019,08,,비친환경
136,CNG,소계,계,9563.0,3044.0,2631.0,2789.0,1446.0,1670.0,815.0,151.0,9170.0,800.0,708.0,608.0,1068.0,1065.0,1162.0,1758.0,15.0,38463.0,2019,08,,비친환경
153,LNG,소계,계,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2019,08,,비친환경
170,하이브리드(휘발유+전기),소계,계,83915.0,25398.0,23251.0,36311.0,11784.0,11433.0,8971.0,4713.0,126357.0,12156.0,12258.0,15765.0,12991.0,12984.0,18788.0,23880.0,10638.0,451593.0,2019,08,,친환경
187,하이브리드(경유+전기),소계,계,66.0,73.0,54.0,56.0,5.0,7.0,3.0,0.0,60.0,4.0,5.0,4.0,8.0,7.0,2.0,14.0,1.0,369.0,2019,08,,친환경
204,하이브리드(LPG+전기),소계,계,1946.0,856.0,993.0,816.0,720.0,553.0,549.0,184.0,4033.0,721.0,724.0,799.0,833.0,905.0,1106.0,1109.0,330.0,17177.0,2019,08,,친환경
221,하이브리드(CNG+전기),소계,계,51.0,2.0,13.0,39.0,26.0,0.0,46.0,27.0,79.0,0.0,3.0,0.0,9.0,0.0,31.0,1.0,0.0,327.0,2019,08,,친환경
238,하이브리드(LNG+전기),소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,08,,친환경
255,수소,소계,계,146.0,220.0,4.0,80.0,354.0,149.0,1099.0,9.0,177.0,31.0,47.0,184.0,4.0,3.0,2.0,446.0,0.0,2955.0,2019,08,,친환경
272,기타연료,소계,계,5742.0,15006.0,3359.0,11498.0,3030.0,2860.0,4589.0,668.0,21685.0,3069.0,5052.0,6999.0,4130.0,8263.0,8714.0,7328.0,705.0,112697.0,2019,08,,비친환경
289,총계,소계,계,3120892.0,1387243.0,1184063.0,1618821.0,673404.0,671871.0,563684.0,158650.0,5724979.0,779605.0,833182.0,1111491.0,928198.0,1048160.0,1440087.0,1713986.0,583222.0,23541538.0,2019,08,,비친환경
17,휘발유,소계,계,1602080.0,658980.0,558071.0,750617.0,294695.0,323440.0,279207.0,78944.0,2736704.0,329431.0,358878.0,476263.0,372293.0,390005.0,612026.0,800437.0,240391.0,10862462.0,2019,09,,비친환경
34,경유,소계,계,1130033.0,562615.0,472866.0,680342.0,273490.0,260617.0,229403.0,62206.0,2406885.0,371579.0,386145.0,525368.0,442415.0,529445.0,669298.0,739999.0,250560.0,9993266.0,2019,09,,비친환경
51,엘피지,소계,계,274648.0,120357.0,114683.0,135228.0,86463.0,69308.0,38279.0,11828.0,411857.0,60681.0,68894.0,85744.0,93136.0,104725.0,127524.0,138979.0,64585.0,2006919.0,2019,09,,비친환경
68,등유,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2019,09,,비친환경
85,전기,소계,계,12389.0,2567.0,9403.0,2322.0,2283.0,2303.0,1169.0,857.0,10657.0,2339.0,2144.0,2551.0,1752.0,3259.0,3670.0,3458.0,17779.0,80902.0,2019,09,,친환경
102,알코올,소계,계,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019,09,,비친환경
119,태양열,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019,09,,비친환경
136,CNG,소계,계,9551.0,3042.0,2619.0,2793.0,1436.0,1672.0,817.0,151.0,9196.0,796.0,714.0,607.0,1067.0,1062.0,1165.0,1745.0,14.0,38447.0,2019,09,,비친환경
153,LNG,소계,계,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2019,09,,비친환경
170,하이브리드(휘발유+전기),소계,계,84882.0,25752.0,23544.0,36888.0,11939.0,11574.0,9155.0,4808.0,128528.0,12372.0,12442.0,16019.0,13192.0,13210.0,19076.0,24300.0,10894.0,458575.0,2019,09,,친환경
187,하이브리드(경유+전기),소계,계,70.0,94.0,66.0,61.0,7.0,8.0,5.0,0.0,68.0,6.0,6.0,6.0,12.0,10.0,2.0,17.0,1.0,439.0,2019,09,,친환경
204,하이브리드(LPG+전기),소계,계,1937.0,857.0,986.0,809.0,715.0,549.0,550.0,184.0,4043.0,713.0,725.0,794.0,834.0,910.0,1104.0,1103.0,324.0,17137.0,2019,09,,친환경
221,하이브리드(CNG+전기),소계,계,51.0,2.0,13.0,39.0,26.0,0.0,46.0,27.0,79.0,0.0,3.0,0.0,9.0,0.0,31.0,1.0,0.0,327.0,2019,09,,친환경
238,하이브리드(LNG+전기),소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,09,,친환경
255,수소,소계,계,269.0,350.0,4.0,92.0,354.0,153.0,1146.0,10.0,258.0,31.0,53.0,223.0,5.0,3.0,3.0,482.0,0.0,3436.0,2019,09,,친환경
272,기타연료,소계,계,5777.0,15033.0,3394.0,11555.0,3062.0,2869.0,4588.0,676.0,21880.0,3124.0,5100.0,7044.0,4153.0,8281.0,8758.0,7363.0,710.0,113367.0,2019,09,,비친환경
289,총계,소계,계,3121687.0,1389650.0,1185649.0,1620746.0,674470.0,672494.0,564365.0,159691.0,5730156.0,781072.0,835104.0,1114620.0,928868.0,1050910.0,1442658.0,1717885.0,585258.0,23575283.0,2019,09,,비친환경
17,휘발유,소계,계,1603599.0,659314.0,560036.0,754771.0,295215.0,323752.0,279452.0,79685.0,2747108.0,330229.0,360126.0,477378.0,373310.0,391584.0,612740.0,801763.0,242372.0,10892434.0,2019,10,,비친환경
34,경유,소계,계,1127517.0,561271.0,471964.0,679891.0,273259.0,260393.0,228736.0,62698.0,2400620.0,369866.0,385786.0,524875.0,438550.0,529400.0,668091.0,736595.0,250977.0,9970489.0,2019,10,,비친환경
51,엘피지,소계,계,273628.0,119855.0,115254.0,136240.0,86646.0,69163.0,38289.0,11944.0,411844.0,60743.0,68884.0,85903.0,93431.0,104794.0,127569.0,137883.0,64731.0,2006801.0,2019,10,,비친환경
68,등유,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2019,10,,비친환경
85,전기,소계,계,12711.0,2645.0,9733.0,2412.0,2341.0,2361.0,1198.0,867.0,11035.0,2385.0,2271.0,2649.0,1804.0,3278.0,3832.0,3592.0,17933.0,83047.0,2019,10,,친환경
102,알코올,소계,계,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019,10,,비친환경
119,태양열,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,10,,비친환경
136,CNG,소계,계,9534.0,3019.0,2610.0,2805.0,1411.0,1679.0,818.0,153.0,9161.0,797.0,723.0,601.0,1066.0,1056.0,1161.0,1733.0,12.0,38339.0,2019,10,,비친환경
153,LNG,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2019,10,,비친환경
170,하이브리드(휘발유+전기),소계,계,86164.0,26113.0,23907.0,37640.0,12126.0,11780.0,9351.0,4956.0,131045.0,12615.0,12641.0,16335.0,13451.0,13486.0,19470.0,24720.0,11242.0,467042.0,2019,10,,친환경
187,하이브리드(경유+전기),소계,계,75.0,97.0,77.0,67.0,7.0,9.0,5.0,0.0,78.0,6.0,7.0,6.0,14.0,11.0,3.0,18.0,3.0,483.0,2019,10,,친환경
204,하이브리드(LPG+전기),소계,계,1924.0,850.0,973.0,798.0,712.0,550.0,545.0,182.0,4035.0,709.0,732.0,795.0,831.0,915.0,1104.0,1101.0,322.0,17078.0,2019,10,,친환경
221,하이브리드(CNG+전기),소계,계,51.0,2.0,13.0,39.0,26.0,0.0,46.0,27.0,79.0,0.0,3.0,0.0,9.0,0.0,31.0,1.0,0.0,327.0,2019,10,,친환경
238,하이브리드(LNG+전기),소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,10,,친환경
255,수소,소계,계,405.0,380.0,4.0,127.0,373.0,192.0,1187.0,12.0,392.0,38.0,70.0,253.0,6.0,2.0,3.0,507.0,0.0,3951.0,2019,10,,친환경
272,기타연료,소계,계,5808.0,15061.0,3429.0,11573.0,3073.0,2893.0,4605.0,686.0,22106.0,3139.0,5124.0,7110.0,4181.0,8282.0,8836.0,7400.0,713.0,114019.0,2019,10,,비친환경
289,총계,소계,계,3121416.0,1388608.0,1188000.0,1626363.0,675189.0,672772.0,564232.0,161210.0,5737503.0,780527.0,836367.0,1115906.0,926653.0,1052808.0,1442841.0,1715314.0,588305.0,23594014.0,2019,10,,비친환경
17,휘발유,소계,계,1606142.0,661310.0,561170.0,758552.0,295706.0,324569.0,280011.0,80501.0,2758873.0,331555.0,361793.0,478740.0,374782.0,393633.0,614363.0,804182.0,244780.0,10930662.0,2019,11,,비친환경
34,경유,소계,계,1124489.0,561773.0,471731.0,679007.0,272986.0,259719.0,228332.0,62765.0,2400030.0,369275.0,384434.0,523380.0,437187.0,528606.0,666898.0,736078.0,252240.0,9958930.0,2019,11,,비친환경
51,엘피지,소계,계,272686.0,119799.0,114991.0,136112.0,86750.0,69094.0,38269.0,12027.0,412162.0,60729.0,68941.0,86071.0,93517.0,104721.0,127691.0,137861.0,64876.0,2006297.0,2019,11,,비친환경
68,등유,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2019,11,,비친환경
85,전기,소계,계,13726.0,2953.0,11016.0,2516.0,2389.0,2429.0,1398.0,878.0,11388.0,2430.0,2382.0,2792.0,1823.0,3303.0,3956.0,3623.0,18062.0,87064.0,2019,11,,친환경
102,알코올,소계,계,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019,11,,비친환경
119,태양열,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,11,,비친환경
136,CNG,소계,계,9524.0,2986.0,2617.0,2789.0,1417.0,1673.0,819.0,156.0,9157.0,780.0,735.0,602.0,1066.0,1055.0,1159.0,1722.0,12.0,38269.0,2019,11,,비친환경
153,LNG,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2019,11,,비친환경
170,하이브리드(휘발유+전기),소계,계,87480.0,26594.0,24355.0,38387.0,12338.0,12013.0,9509.0,5095.0,133536.0,12865.0,12914.0,16662.0,13703.0,13746.0,19820.0,25218.0,11553.0,475788.0,2019,11,,친환경
187,하이브리드(경유+전기),소계,계,80.0,112.0,82.0,71.0,8.0,8.0,5.0,0.0,84.0,6.0,7.0,7.0,15.0,11.0,4.0,18.0,6.0,524.0,2019,11,,친환경
204,하이브리드(LPG+전기),소계,계,1918.0,847.0,971.0,795.0,708.0,550.0,540.0,184.0,4022.0,713.0,741.0,794.0,828.0,910.0,1098.0,1102.0,324.0,17045.0,2019,11,,친환경
221,하이브리드(CNG+전기),소계,계,51.0,2.0,13.0,39.0,26.0,0.0,46.0,27.0,79.0,0.0,3.0,0.0,9.0,0.0,31.0,1.0,0.0,327.0,2019,11,,친환경
238,하이브리드(LNG+전기),소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,11,,친환경
255,수소,소계,계,514.0,480.0,4.0,175.0,474.0,206.0,1241.0,15.0,536.0,100.0,87.0,269.0,7.0,2.0,7.0,533.0,0.0,4650.0,2019,11,,친환경
272,기타연료,소계,계,5823.0,15071.0,3449.0,11631.0,3092.0,2917.0,4643.0,706.0,22223.0,3167.0,5160.0,7172.0,4192.0,8303.0,8894.0,7428.0,712.0,114583.0,2019,11,,비친환경
289,총계,소계,계,3122433.0,1391928.0,1190399.0,1630074.0,675894.0,673178.0,564813.0,162354.0,5752090.0,781620.0,837197.0,1116490.0,927129.0,1054290.0,1443922.0,1717767.0,592565.0,23634143.0,2019,11,,비친환경
17,휘발유,소계,계,1607915.0,662927.0,561643.0,762646.0,295842.0,325300.0,280375.0,81071.0,2767604.0,332310.0,363300.0,480111.0,375697.0,395130.0,615554.0,806309.0,247045.0,10960779.0,2019,12,,비친환경
34,경유,소계,계,1121920.0,562587.0,470569.0,679511.0,272754.0,259170.0,228433.0,62853.0,2401337.0,369370.0,382716.0,522886.0,437725.0,528336.0,667262.0,736952.0,253162.0,9957543.0,2019,12,,비친환경
51,엘피지,소계,계,271977.0,119609.0,114533.0,135731.0,86844.0,69075.0,38190.0,12131.0,411718.0,60561.0,69152.0,86247.0,93641.0,104892.0,127750.0,137834.0,64845.0,2004730.0,2019,12,,비친환경
68,등유,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2019,12,,비친환경
85,전기,소계,계,14952.0,3216.0,11313.0,2598.0,2464.0,2555.0,1447.0,903.0,11750.0,2445.0,2412.0,2841.0,1841.0,3326.0,4051.0,3626.0,18178.0,89918.0,2019,12,,친환경
102,알코올,소계,계,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019,12,,비친환경
119,태양열,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,12,,비친환경
136,CNG,소계,계,9441.0,2974.0,2617.0,2773.0,1414.0,1677.0,821.0,158.0,9182.0,774.0,736.0,601.0,1063.0,1048.0,1156.0,1702.0,10.0,38147.0,2019,12,,비친환경
153,LNG,소계,계,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,2019,12,,비친환경
170,하이브리드(휘발유+전기),소계,계,89458.0,27275.0,24952.0,39286.0,12619.0,12411.0,9844.0,5278.0,136973.0,13190.0,13274.0,17109.0,14017.0,14227.0,20389.0,25905.0,11921.0,488128.0,2019,12,,친환경
187,하이브리드(경유+전기),소계,계,87.0,137.0,93.0,83.0,9.0,12.0,5.0,0.0,90.0,7.0,9.0,7.0,16.0,12.0,4.0,20.0,11.0,602.0,2019,12,,친환경
204,하이브리드(LPG+전기),소계,계,1909.0,837.0,968.0,791.0,707.0,555.0,537.0,183.0,4013.0,719.0,726.0,792.0,817.0,911.0,1095.0,1105.0,325.0,16990.0,2019,12,,친환경
221,하이브리드(CNG+전기),소계,계,51.0,2.0,13.0,39.0,26.0,0.0,46.0,27.0,79.0,0.0,3.0,0.0,9.0,0.0,31.0,1.0,0.0,327.0,2019,12,,친환경
238,하이브리드(LNG+전기),소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,12,,친환경
255,수소,소계,계,599.0,553.0,5.0,224.0,488.0,206.0,1299.0,16.0,596.0,140.0,101.0,282.0,8.0,4.0,9.0,552.0,1.0,5083.0,2019,12,,친환경
272,기타연료,소계,계,5848.0,15065.0,3448.0,11638.0,3114.0,2938.0,4642.0,719.0,22350.0,3184.0,5173.0,7240.0,4227.0,8353.0,8960.0,7496.0,717.0,115112.0,2019,12,,비친환경
289,총계,소계,계,3124157.0,1395183.0,1190154.0,1635323.0,676281.0,673899.0,565639.0,163339.0,5765692.0,782700.0,837602.0,1118117.0,929061.0,1056239.0,1446262.0,1721503.0,596215.0,23677366.0,2019,12,,비친환경
17,휘발유,소계,계,1609709.0,663949.0,562205.0,764837.0,296443.0,326015.0,280929.0,81624.0,2776292.0,333513.0,364725.0,481775.0,376381.0,397034.0,616832.0,808648.0,249045.0,10989956.0,2020,01,,비친환경
34,경유,소계,계,1122681.0,563216.0,471012.0,678799.0,273494.0,259449.0,228705.0,63214.0,2404009.0,370048.0,382296.0,523973.0,438902.0,530037.0,669065.0,738877.0,253643.0,9971420.0,2020,01,,비친환경
51,엘피지,소계,계,271250.0,119385.0,114472.0,135613.0,86958.0,69189.0,38112.0,12221.0,411812.0,60544.0,69429.0,86422.0,93762.0,105486.0,127846.0,137952.0,65536.0,2005989.0,2020,01,,비친환경
68,등유,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2020,01,,비친환경
85,전기,소계,계,15353.0,3223.0,11274.0,2660.0,2479.0,2618.0,1441.0,911.0,11809.0,2448.0,2427.0,2848.0,1872.0,3326.0,4071.0,3634.0,18307.0,90701.0,2020,01,,친환경
102,알코올,소계,계,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2020,01,,비친환경
119,태양열,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,01,,비친환경
136,CNG,소계,계,9429.0,2959.0,2617.0,2764.0,1408.0,1672.0,821.0,160.0,9153.0,764.0,732.0,595.0,1054.0,1049.0,1153.0,1696.0,10.0,38036.0,2020,01,,비친환경
153,LNG,소계,계,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,2020,01,,비친환경
170,하이브리드(휘발유+전기),소계,계,90618.0,27707.0,25354.0,39937.0,12779.0,12600.0,10010.0,5412.0,138782.0,13421.0,13531.0,17366.0,14173.0,14520.0,20663.0,26295.0,12336.0,495504.0,2020,01,,친환경
187,하이브리드(경유+전기),소계,계,100.0,154.0,108.0,103.0,9.0,12.0,5.0,1.0,106.0,8.0,9.0,7.0,17.0,14.0,4.0,22.0,13.0,692.0,2020,01,,친환경
204,하이브리드(LPG+전기),소계,계,1907.0,833.0,964.0,791.0,705.0,556.0,537.0,182.0,3989.0,716.0,729.0,791.0,817.0,911.0,1088.0,1105.0,325.0,16946.0,2020,01,,친환경
221,하이브리드(CNG+전기),소계,계,51.0,2.0,13.0,39.0,26.0,0.0,46.0,27.0,79.0,0.0,3.0,0.0,9.0,0.0,31.0,1.0,0.0,327.0,2020,01,,친환경
238,하이브리드(LNG+전기),소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,01,,친환경
255,수소,소계,계,603.0,552.0,5.0,242.0,488.0,206.0,1338.0,18.0,596.0,141.0,103.0,283.0,9.0,3.0,8.0,571.0,1.0,5167.0,2020,01,,친환경
